id,hub,title,short_description,steps,duration_minutes,age_band,environment,tags,status
mf-banho-6+-10-c,meu-filho,Reduzir a carga,Um jeito simples de diminuir estímulos e deixar o próximo passo mais fácil.,"[{""title"": ""Corte 1 estímulo"", ""description"": ""Diminua barulho/luz/tela por 1 minuto para o corpo desacelerar.""}, {""title"": ""Divida em micro-passos"", ""description"": ""Transforme em 2 passos: “primeiro..., depois...”. Só isso.""}, {""title"": ""Finalize com rotina-ponte"", ""description"": ""Use o mesmo pequeno ritual (música curta, contagem, respiração) para encerrar.""}]",10,6+,banho,"rotina,meu-filho",published
mf-banho-6+-15-a,meu-filho,Ajustar o ambiente,Pequenas mudanças no ambiente para facilitar a rotina sem briga.,"[{""title"": ""Prepare 1 coisa"", ""description"": ""Separe o essencial para banho (ex.: toalha, roupa, copo, brinquedo simples).""}, {""title"": ""Dê um sinal claro"", ""description"": ""Use uma frase curta e repetida: “Agora é hora de ...”. Sem explicar demais.""}, {""title"": ""Acompanhe o começo"", ""description"": ""Fique junto no primeiro passo por 30–60s e depois deixe a criança continuar.""}]",15,6+,banho,"rotina,meu-filho",published
mf-banho-6+-15-b,meu-filho,Conectar antes de conduzir,Um micro-momento de conexão para ganhar cooperação com leveza.,"[{""title"": ""Contato primeiro"", ""description"": ""Olho no olho + toque leve (mão/abraço rápido).""}, {""title"": ""Escolha guiada"", ""description"": ""Dê 2 opções possíveis: “Você quer X ou Y?” (as duas levam ao mesmo objetivo).""}, {""title"": ""Feche com elogio específico"", ""description"": ""Diga o que funcionou: “Você veio comigo rapidinho, ajudou muito.”""}]",15,6+,banho,"rotina,meu-filho",published
mf-banho-6+-15-c,meu-filho,Reduzir a carga,Um jeito simples de diminuir estímulos e deixar o próximo passo mais fácil.,"[{""title"": ""Corte 1 estímulo"", ""description"": ""Diminua barulho/luz/tela por 1 minuto para o corpo desacelerar.""}, {""title"": ""Divida em micro-passos"", ""description"": ""Transforme em 2 passos: “primeiro..., depois...”. Só isso.""}, {""title"": ""Finalize com rotina-ponte"", ""description"": ""Use o mesmo pequeno ritual (música curta, contagem, respiração) para encerrar.""}]",15,6+,banho,"rotina,meu-filho",published
mf-jantar-0-2-5-a,meu-filho,Ajustar o ambiente,Pequenas mudanças no ambiente para facilitar a rotina sem briga.,"[{""title"": ""Prepare 1 coisa"", ""description"": ""Separe o essencial para jantar (ex.: toalha, roupa, copo, brinquedo simples).""}, {""title"": ""Dê um sinal claro"", ""description"": ""Use uma frase curta e repetida: “Agora é hora de ...”. Sem explicar demais.""}, {""title"": ""Acompanhe o começo"", ""description"": ""Fique junto no primeiro passo por 30–60s e depois deixe a criança continuar.""}]",5,0-2,jantar,"rotina,meu-filho",published
mf-jantar-0-2-5-b,meu-filho,Conectar antes de conduzir,Um micro-momento de conexão para ganhar cooperação com leveza.,"[{""title"": ""Contato primeiro"", ""description"": ""Olho no olho + toque leve (mão/abraço rápido).""}, {""title"": ""Escolha guiada"", ""description"": ""Dê 2 opções possíveis: “Você quer X ou Y?” (as duas levam ao mesmo objetivo).""}, {""title"": ""Feche com elogio específico"", ""description"": ""Diga o que funcionou: “Você veio comigo rapidinho, ajudou muito.”""}]",5,0-2,jantar,"rotina,meu-filho",published
mf-jantar-0-2-5-c,meu-filho,Reduzir a carga,Um jeito simples de diminuir estímulos e deixar o próximo passo mais fácil.,"[{""title"": ""Corte 1 estímulo"", ""description"": ""Diminua barulho/luz/tela por 1 minuto para o corpo desacelerar.""}, {""title"": ""Divida em micro-passos"", ""description"": ""Transforme em 2 passos: “primeiro..., depois...”. Só isso.""}, {""title"": ""Finalize com rotina-ponte"", ""description"": ""Use o mesmo pequeno ritual (música curta, contagem, respiração) para encerrar.""}]",5,0-2,jantar,"rotina,meu-filho",published
mf-jantar-0-2-10-a,meu-filho,Ajustar o ambiente,Pequenas mudanças no ambiente para facilitar a rotina sem briga.,"[{""title"": ""Prepare 1 coisa"", ""description"": ""Separe o essencial para jantar (ex.: toalha, roupa, copo, brinquedo simples).""}, {""title"": ""Dê um sinal claro"", ""description"": ""Use uma frase curta e repetida: “Agora é hora de ...”. Sem explicar demais.""}, {""title"": ""Acompanhe o começo"", ""description"": ""Fique junto no primeiro passo por 30–60s e depois deixe a criança continuar.""}]",10,0-2,jantar,"rotina,meu-filho",published
mf-jantar-0-2-10-b,meu-filho,Conectar antes de conduzir,Um micro-momento de conexão para ganhar cooperação com leveza.,"[{""title"": ""Contato primeiro"", ""description"": ""Olho no olho + toque leve (mão/abraço rápido).""}, {""title"": ""Escolha guiada"", ""description"": ""Dê 2 opções possíveis: “Você quer X ou Y?” (as duas levam ao mesmo objetivo).""}, {""title"": ""Feche com elogio específico"", ""description"": ""Diga o que funcionou: “Você veio comigo rapidinho, ajudou muito.”""}]",10,0-2,jantar,"rotina,meu-filho",published
mf-jantar-0-2-10-c,meu-filho,Reduzir a carga,Um jeito simples de diminuir estímulos e deixar o próximo passo mais fácil.,"[{""title"": ""Corte 1 estímulo"", ""description"": ""Diminua barulho/luz/tela por 1 minuto para o corpo desacelerar.""}, {""title"": ""Divida em micro-passos"", ""description"": ""Transforme em 2 passos: “primeiro..., depois...”. Só isso.""}, {""title"": ""Finalize com rotina-ponte"", ""description"": ""Use o mesmo pequeno ritual (música curta, contagem, respiração) para encerrar.""}]",10,0-2,jantar,"rotina,meu-filho",published
mf-jantar-0-2-15-a,meu-filho,Ajustar o ambiente,Pequenas mudanças no ambiente para facilitar a rotina sem briga.,"[{""title"": ""Prepare 1 coisa"", ""description"": ""Separe o essencial para jantar (ex.: toalha, roupa, copo, brinquedo simples).""}, {""title"": ""Dê um sinal claro"", ""description"": ""Use uma frase curta e repetida: “Agora é hora de ...”. Sem explicar demais.""}, {""title"": ""Acompanhe o começo"", ""description"": ""Fique junto no primeiro passo por 30–60s e depois deixe a criança continuar.""}]",15,0-2,jantar,"rotina,meu-filho",published
mf-jantar-0-2-15-b,meu-filho,Conectar antes de conduzir,Um micro-momento de conexão para ganhar cooperação com leveza.,"[{""title"": ""Contato primeiro"", ""description"": ""Olho no olho + toque leve (mão/abraço rápido).""}, {""title"": ""Escolha guiada"", ""description"": ""Dê 2 opções possíveis: “Você quer X ou Y?” (as duas levam ao mesmo objetivo).""}, {""title"": ""Feche com elogio específico"", ""description"": ""Diga o que funcionou: “Você veio comigo rapidinho, ajudou muito.”""}]",15,0-2,jantar,"rotina,meu-filho",published
mf-jantar-0-2-15-c,meu-filho,Reduzir a carga,Um jeito simples de diminuir estímulos e deixar o próximo passo mais fácil.,"[{""title"": ""Corte 1 estímulo"", ""description"": ""Diminua barulho/luz/tela por 1 minuto para o corpo desacelerar.""}, {""title"": ""Divida em micro-passos"", ""description"": ""Transforme em 2 passos: “primeiro..., depois...”. Só isso.""}, {""title"": ""Finalize com rotina-ponte"", ""description"": ""Use o mesmo pequeno ritual (música curta, contagem, respiração) para encerrar.""}]",15,0-2,jantar,"rotina,meu-filho",published
mf-jantar-3-4-5-a,meu-filho,Ajustar o ambiente,Pequenas mudanças no ambiente para facilitar a rotina sem briga.,"[{""title"": ""Prepare 1 coisa"", ""description"": ""Separe o essencial para jantar (ex.: toalha, roupa, copo, brinquedo simples).""}, {""title"": ""Dê um sinal claro"", ""description"": ""Use uma frase curta e repetida: “Agora é hora de ...”. Sem explicar demais.""}, {""title"": ""Acompanhe o começo"", ""description"": ""Fique junto no primeiro passo por 30–60s e depois deixe a criança continuar.""}]",5,3-4,jantar,"rotina,meu-filho",published
mf-jantar-3-4-5-b,meu-filho,Conectar antes de conduzir,Um micro-momento de conexão para ganhar cooperação com leveza.,"[{""title"": ""Contato primeiro"", ""description"": ""Olho no olho + toque leve (mão/abraço rápido).""}, {""title"": ""Escolha guiada"", ""description"": ""Dê 2 opções possíveis: “Você quer X ou Y?” (as duas levam ao mesmo objetivo).""}, {""title"": ""Feche com elogio específico"", ""description"": ""Diga o que funcionou: “Você veio comigo rapidinho, ajudou muito.”""}]",5,3-4,jantar,"rotina,meu-filho",published
mf-jantar-3-4-5-c,meu-filho,Reduzir a carga,Um jeito simples de diminuir estímulos e deixar o próximo passo mais fácil.,"[{""title"": ""Corte 1 estímulo"", ""description"": ""Diminua barulho/luz/tela por 1 minuto para o corpo desacelerar.""}, {""title"": ""Divida em micro-passos"", ""description"": ""Transforme em 2 passos: “primeiro..., depois...”. Só isso.""}, {""title"": ""Finalize com rotina-ponte"", ""description"": ""Use o mesmo pequeno ritual (música curta, contagem, respiração) para encerrar.""}]",5,3-4,jantar,"rotina,meu-filho",published
mf-jantar-3-4-10-a,meu-filho,Ajustar o ambiente,Pequenas mudanças no ambiente para facilitar a rotina sem briga.,"[{""title"": ""Prepare 1 coisa"", ""description"": ""Separe o essencial para jantar (ex.: toalha, roupa, copo, brinquedo simples).""}, {""title"": ""Dê um sinal claro"", ""description"": ""Use uma frase curta e repetida: “Agora é hora de ...”. Sem explicar demais.""}, {""title"": ""Acompanhe o começo"", ""description"": ""Fique junto no primeiro passo por 30–60s e depois deixe a criança continuar.""}]",10,3-4,jantar,"rotina,meu-filho",published
mf-jantar-3-4-10-b,meu-filho,Conectar antes de conduzir,Um micro-momento de conexão para ganhar cooperação com leveza.,"[{""title"": ""Contato primeiro"", ""description"": ""Olho no olho + toque leve (mão/abraço rápido).""}, {""title"": ""Escolha guiada"", ""description"": ""Dê 2 opções possíveis: “Você quer X ou Y?” (as duas levam ao mesmo objetivo).""}, {""title"": ""Feche com elogio específico"", ""description"": ""Diga o que funcionou: “Você veio comigo rapidinho, ajudou muito.”""}]",10,3-4,jantar,"rotina,meu-filho",published
mf-jantar-3-4-10-c,meu-filho,Reduzir a carga,Um jeito simples de diminuir estímulos e deixar o próximo passo mais fácil.,"[{""title"": ""Corte 1 estímulo"", ""description"": ""Diminua barulho/luz/tela por 1 minuto para o corpo desacelerar.""}, {""title"": ""Divida em micro-passos"", ""description"": ""Transforme em 2 passos: “primeiro..., depois...”. Só isso.""}, {""title"": ""Finalize com rotina-ponte"", ""description"": ""Use o mesmo pequeno ritual (música curta, contagem, respiração) para encerrar.""}]",10,3-4,jantar,"rotina,meu-filho",published
mf-jantar-3-4-15-a,meu-filho,Ajustar o ambiente,Pequenas mudanças no ambiente para facilitar a rotina sem briga.,"[{""title"": ""Prepare 1 coisa"", ""description"": ""Separe o essencial para jantar (ex.: toalha, roupa, copo, brinquedo simples).""}, {""title"": ""Dê um sinal claro"", ""description"": ""Use uma frase curta e repetida: “Agora é hora de ...”. Sem explicar demais.""}, {""title"": ""Acompanhe o começo"", ""description"": ""Fique junto no primeiro passo por 30–60s e depois deixe a criança continuar.""}]",15,3-4,jantar,"rotina,meu-filho",published
mf-jantar-3-4-15-b,meu-filho,Conectar antes de conduzir,Um micro-momento de conexão para ganhar cooperação com leveza.,"[{""title"": ""Contato primeiro"", ""description"": ""Olho no olho + toque leve (mão/abraço rápido).""}, {""title"": ""Escolha guiada"", ""description"": ""Dê 2 opções possíveis: “Você quer X ou Y?” (as duas levam ao mesmo objetivo).""}, {""title"": ""Feche com elogio específico"", ""description"": ""Diga o que funcionou: “Você veio comigo rapidinho, ajudou muito.”""}]",15,3-4,jantar,"rotina,meu-filho",published
mf-jantar-3-4-15-c,meu-filho,Reduzir a carga,Um jeito simples de diminuir estímulos e deixar o próximo passo mais fácil.,"[{""title"": ""Corte 1 estímulo"", ""description"": ""Diminua barulho/luz/tela por 1 minuto para o corpo desacelerar.""}, {""title"": ""Divida em micro-passos"", ""description"": ""Transforme em 2 passos: “primeiro..., depois...”. Só isso.""}, {""title"": ""Finalize com rotina-ponte"", ""description"": ""Use o mesmo pequeno ritual (música curta, contagem, respiração) para encerrar.""}]",15,3-4,jantar,"rotina,meu-filho",published
mf-jantar-5-6-5-a,meu-filho,Ajustar o ambiente,Pequenas mudanças no ambiente para facilitar a rotina sem briga.,"[{""title"": ""Prepare 1 coisa"", ""description"": ""Separe o essencial para jantar (ex.: toalha, roupa, copo, brinquedo simples).""}, {""title"": ""Dê um sinal claro"", ""description"": ""Use uma frase curta e repetida: “Agora é hora de ...”. Sem explicar demais.""}, {""title"": ""Acompanhe o começo"", ""description"": ""Fique junto no primeiro passo por 30–60s e depois deixe a criança continuar.""}]",5,5-6,jantar,"rotina,meu-filho",published
mf-jantar-5-6-5-b,meu-filho,Conectar antes de conduzir,Um micro-momento de conexão para ganhar cooperação com leveza.,"[{""title"": ""Contato primeiro"", ""description"": ""Olho no olho + toque leve (mão/abraço rápido).""}, {""title"": ""Escolha guiada"", ""description"": ""Dê 2 opções possíveis: “Você quer X ou Y?” (as duas levam ao mesmo objetivo).""}, {""title"": ""Feche com elogio específico"", ""description"": ""Diga o que funcionou: “Você veio comigo rapidinho, ajudou muito.”""}]",5,5-6,jantar,"rotina,meu-filho",published
mf-jantar-5-6-5-c,meu-filho,Reduzir a carga,Um jeito simples de diminuir estímulos e deixar o próximo passo mais fácil.,"[{""title"": ""Corte 1 estímulo"", ""description"": ""Diminua barulho/luz/tela por 1 minuto para o corpo desacelerar.""}, {""title"": ""Divida em micro-passos"", ""description"": ""Transforme em 2 passos: “primeiro..., depois...”. Só isso.""}, {""title"": ""Finalize com rotina-ponte"", ""description"": ""Use o mesmo pequeno ritual (música curta, contagem, respiração) para encerrar.""}]",5,5-6,jantar,"rotina,meu-filho",published
mf-jantar-5-6-10-a,meu-filho,Ajustar o ambiente,Pequenas mudanças no ambiente para facilitar a rotina sem briga.,"[{""title"": ""Prepare 1 coisa"", ""description"": ""Separe o essencial para jantar (ex.: toalha, roupa, copo, brinquedo simples).""}, {""title"": ""Dê um sinal claro"", ""description"": ""Use uma frase curta e repetida: “Agora é hora de ...”. Sem explicar demais.""}, {""title"": ""Acompanhe o começo"", ""description"": ""Fique junto no primeiro passo por 30–60s e depois deixe a criança continuar.""}]",10,5-6,jantar,"rotina,meu-filho",published
mf-jantar-5-6-10-b,meu-filho,Conectar antes de conduzir,Um micro-momento de conexão para ganhar cooperação com leveza.,"[{""title"": ""Contato primeiro"", ""description"": ""Olho no olho + toque leve (mão/abraço rápido).""}, {""title"": ""Escolha guiada"", ""description"": ""Dê 2 opções possíveis: “Você quer X ou Y?” (as duas levam ao mesmo objetivo).""}, {""title"": ""Feche com elogio específico"", ""description"": ""Diga o que funcionou: “Você veio comigo rapidinho, ajudou muito.”""}]",10,5-6,jantar,"rotina,meu-filho",published
mf-jantar-5-6-10-c,meu-filho,Reduzir a carga,Um jeito simples de diminuir estímulos e deixar o próximo passo mais fácil.,"[{""title"": ""Corte 1 estímulo"", ""description"": ""Diminua barulho/luz/tela por 1 minuto para o corpo desacelerar.""}, {""title"": ""Divida em micro-passos"", ""description"": ""Transforme em 2 passos: “primeiro..., depois...”. Só isso.""}, {""title"": ""Finalize com rotina-ponte"", ""description"": ""Use o mesmo pequeno ritual (música curta, contagem, respiração) para encerrar.""}]",10,5-6,jantar,"rotina,meu-filho",published
mf-jantar-5-6-15-a,meu-filho,Ajustar o ambiente,Pequenas mudanças no ambiente para facilitar a rotina sem briga.,"[{""title"": ""Prepare 1 coisa"", ""description"": ""Separe o essencial para jantar (ex.: toalha, roupa, copo, brinquedo simples).""}, {""title"": ""Dê um sinal claro"", ""description"": ""Use uma frase curta e repetida: “Agora é hora de ...”. Sem explicar demais.""}, {""title"": ""Acompanhe o começo"", ""description"": ""Fique junto no primeiro passo por 30–60s e depois deixe a criança continuar.""}]",15,5-6,jantar,"rotina,meu-filho",published
mf-jantar-5-6-15-b,meu-filho,Conectar antes de conduzir,Um micro-momento de conexão para ganhar cooperação com leveza.,"[{""title"": ""Contato primeiro"", ""description"": ""Olho no olho + toque leve (mão/abraço rápido).""}, {""title"": ""Escolha guiada"", ""description"": ""Dê 2 opções possíveis: “Você quer X ou Y?” (as duas levam ao mesmo objetivo).""}, {""title"": ""Feche com elogio específico"", ""description"": ""Diga o que funcionou: “Você veio comigo rapidinho, ajudou muito.”""}]",15,5-6,jantar,"rotina,meu-filho",published
mf-jantar-5-6-15-c,meu-filho,Reduzir a carga,Um jeito simples de diminuir estímulos e deixar o próximo passo mais fácil.,"[{""title"": ""Corte 1 estímulo"", ""description"": ""Diminua barulho/luz/tela por 1 minuto para o corpo desacelerar.""}, {""title"": ""Divida em micro-passos"", ""description"": ""Transforme em 2 passos: “primeiro..., depois...”. Só isso.""}, {""title"": ""Finalize com rotina-ponte"", ""description"": ""Use o mesmo pequeno ritual (música curta, contagem, respiração) para encerrar.""}]",15,5-6,jantar,"rotina,meu-filho",published
mf-jantar-6+-5-a,meu-filho,Ajustar o ambiente,Pequenas mudanças no ambiente para facilitar a rotina sem briga.,"[{""title"": ""Prepare 1 coisa"", ""description"": ""Separe o essencial para jantar (ex.: toalha, roupa, copo, brinquedo simples).""}, {""title"": ""Dê um sinal claro"", ""description"": ""Use uma frase curta e repetida: “Agora é hora de ...”. Sem explicar demais.""}, {""title"": ""Acompanhe o começo"", ""description"": ""Fique junto no primeiro passo por 30–60s e depois deixe a criança continuar.""}]",5,6+,jantar,"rotina,meu-filho",published
mf-jantar-6+-5-b,meu-filho,Conectar antes de conduzir,Um micro-momento de conexão para ganhar cooperação com leveza.,"[{""title"": ""Contato primeiro"", ""description"": ""Olho no olho + toque leve (mão/abraço rápido).""}, {""title"": ""Escolha guiada"", ""description"": ""Dê 2 opções possíveis: “Você quer X ou Y?” (as duas levam ao mesmo objetivo).""}, {""title"": ""Feche com elogio específico"", ""description"": ""Diga o que funcionou: “Você veio comigo rapidinho, ajudou muito.”""}]",5,6+,jantar,"rotina,meu-filho",published
mf-jantar-6+-5-c,meu-filho,Reduzir a carga,Um jeito simples de diminuir estímulos e deixar o próximo passo mais fácil.,"[{""title"": ""Corte 1 estímulo"", ""description"": ""Diminua barulho/luz/tela por 1 minuto para o corpo desacelerar.""}, {""title"": ""Divida em micro-passos"", ""description"": ""Transforme em 2 passos: “primeiro..., depois...”. Só isso.""}, {""title"": ""Finalize com rotina-ponte"", ""description"": ""Use o mesmo pequeno ritual (música curta, contagem, respiração) para encerrar.""}]",5,6+,jantar,"rotina,meu-filho",published
mf-jantar-6+-10-a,meu-filho,Ajustar o ambiente,Pequenas mudanças no ambiente para facilitar a rotina sem briga.,"[{""title"": ""Prepare 1 coisa"", ""description"": ""Separe o essencial para jantar (ex.: toalha, roupa, copo, brinquedo simples).""}, {""title"": ""Dê um sinal claro"", ""description"": ""Use uma frase curta e repetida: “Agora é hora de ...”. Sem explicar demais.""}, {""title"": ""Acompanhe o começo"", ""description"": ""Fique junto no primeiro passo por 30–60s e depois deixe a criança continuar.""}]",10,6+,jantar,"rotina,meu-filho",published
mf-jantar-6+-10-b,meu-filho,Conectar antes de conduzir,Um micro-momento de conexão para ganhar cooperação com leveza.,"[{""title"": ""Contato primeiro"", ""description"": ""Olho no olho + toque leve (mão/abraço rápido).""}, {""title"": ""Escolha guiada"", ""description"": ""Dê 2 opções possíveis: “Você quer X ou Y?” (as duas levam ao mesmo objetivo).""}, {""title"": ""Feche com elogio específico"", ""description"": ""Diga o que funcionou: “Você veio comigo rapidinho, ajudou muito.”""}]",10,6+,jantar,"rotina,meu-filho",published
mf-jantar-6+-10-c,meu-filho,Reduzir a carga,Um jeito simples de diminuir estímulos e deixar o próximo passo mais fácil.,"[{""title"": ""Corte 1 estímulo"", ""description"": ""Diminua barulho/luz/tela por 1 minuto para o corpo desacelerar.""}, {""title"": ""Divida em micro-passos"", ""description"": ""Transforme em 2 passos: “primeiro..., depois...”. Só isso.""}, {""title"": ""Finalize com rotina-ponte"", ""description"": ""Use o mesmo pequeno ritual (música curta, contagem, respiração) para encerrar.""}]",10,6+,jantar,"rotina,meu-filho",published
mf-jantar-6+-15-a,meu-filho,Ajustar o ambiente,Pequenas mudanças no ambiente para facilitar a rotina sem briga.,"[{""title"": ""Prepare 1 coisa"", ""description"": ""Separe o essencial para jantar (ex.: toalha, roupa, copo, brinquedo simples).""}, {""title"": ""Dê um sinal claro"", ""description"": ""Use uma frase curta e repetida: “Agora é hora de ...”. Sem explicar demais.""}, {""title"": ""Acompanhe o começo"", ""description"": ""Fique junto no primeiro passo por 30–60s e depois deixe a criança continuar.""}]",15,6+,jantar,"rotina,meu-filho",published
mf-jantar-6+-15-b,meu-filho,Conectar antes de conduzir,Um micro-momento de conexão para ganhar cooperação com leveza.,"[{""title"": ""Contato primeiro"", ""description"": ""Olho no olho + toque leve (mão/abraço rápido).""}, {""title"": ""Escolha guiada"", ""description"": ""Dê 2 opções possíveis: “Você quer X ou Y?” (as duas levam ao mesmo objetivo).""}, {""title"": ""Feche com elogio específico"", ""description"": ""Diga o que funcionou: “Você veio comigo rapidinho, ajudou muito.”""}]",15,6+,jantar,"rotina,meu-filho",published
mf-jantar-6+-15-c,meu-filho,Reduzir a carga,Um jeito simples de diminuir estímulos e deixar o próximo passo mais fácil.,"[{""title"": ""Corte 1 estímulo"", ""description"": ""Diminua barulho/luz/tela por 1 minuto para o corpo desacelerar.""}, {""title"": ""Divida em micro-passos"", ""description"": ""Transforme em 2 passos: “primeiro..., depois...”. Só isso.""}, {""title"": ""Finalize com rotina-ponte"", ""description"": ""Use o mesmo pequeno ritual (música curta, contagem, respiração) para encerrar.""}]",15,6+,jantar,"rotina,meu-filho",published
mf-sono-0-2-5-a,meu-filho,Ajustar o ambiente,Pequenas mudanças no ambiente para facilitar a rotina sem briga.,"[{""title"": ""Prepare 1 coisa"", ""description"": ""Separe o essencial para sono (ex.: toalha, roupa, copo, brinquedo simples).""}, {""title"": ""Dê um sinal claro"", ""description"": ""Use uma frase curta e repetida: “Agora é hora de ...”. Sem explicar demais.""}, {""title"": ""Acompanhe o começo"", ""description"": ""Fique junto no primeiro passo por 30–60s e depois deixe a criança continuar.""}]",5,0-2,sono,"rotina,meu-filho",published
mf-sono-0-2-5-b,meu-filho,Conectar antes de conduzir,Um micro-momento de conexão para ganhar cooperação com leveza.,"[{""title"": ""Contato primeiro"", ""description"": ""Olho no olho + toque leve (mão/abraço rápido).""}, {""title"": ""Escolha guiada"", ""description"": ""Dê 2 opções possíveis: “Você quer X ou Y?” (as duas levam ao mesmo objetivo).""}, {""title"": ""Feche com elogio específico"", ""description"": ""Diga o que funcionou: “Você veio comigo rapidinho, ajudou muito.”""}]",5,0-2,sono,"rotina,meu-filho",published
mf-sono-0-2-5-c,meu-filho,Reduzir a carga,Um jeito simples de diminuir estímulos e deixar o próximo passo mais fácil.,"[{""title"": ""Corte 1 estímulo"", ""description"": ""Diminua barulho/luz/tela por 1 minuto para o corpo desacelerar.""}, {""title"": ""Divida em micro-passos"", ""description"": ""Transforme em 2 passos: “primeiro..., depois...”. Só isso.""}, {""title"": ""Finalize com rotina-ponte"", ""description"": ""Use o mesmo pequeno ritual (música curta, contagem, respiração) para encerrar.""}]",5,0-2,sono,"rotina,meu-filho",published
mf-sono-0-2-10-a,meu-filho,Ajustar o ambiente,Pequenas mudanças no ambiente para facilitar a rotina sem briga.,"[{""title"": ""Prepare 1 coisa"", ""description"": ""Separe o essencial para sono (ex.: toalha, roupa, copo, brinquedo simples).""}, {""title"": ""Dê um sinal claro"", ""description"": ""Use uma frase curta e repetida: “Agora é hora de ...”. Sem explicar demais.""}, {""title"": ""Acompanhe o começo"", ""description"": ""Fique junto no primeiro passo por 30–60s e depois deixe a criança continuar.""}]",10,0-2,sono,"rotina,meu-filho",published
mf-sono-0-2-10-b,meu-filho,Conectar antes de conduzir,Um micro-momento de conexão para ganhar cooperação com leveza.,"[{""title"": ""Contato primeiro"", ""description"": ""Olho no olho + toque leve (mão/abraço rápido).""}, {""title"": ""Escolha guiada"", ""description"": ""Dê 2 opções possíveis: “Você quer X ou Y?” (as duas levam ao mesmo objetivo).""}, {""title"": ""Feche com elogio específico"", ""description"": ""Diga o que funcionou: “Você veio comigo rapidinho, ajudou muito.”""}]",10,0-2,sono,"rotina,meu-filho",published
mf-sono-0-2-10-c,meu-filho,Reduzir a carga,Um jeito simples de diminuir estímulos e deixar o próximo passo mais fácil.,"[{""title"": ""Corte 1 estímulo"", ""description"": ""Diminua barulho/luz/tela por 1 minuto para o corpo desacelerar.""}, {""title"": ""Divida em micro-passos"", ""description"": ""Transforme em 2 passos: “primeiro..., depois...”. Só isso.""}, {""title"": ""Finalize com rotina-ponte"", ""description"": ""Use o mesmo pequeno ritual (música curta, contagem, respiração) para encerrar.""}]",10,0-2,sono,"rotina,meu-filho",published
mf-sono-0-2-15-a,meu-filho,Ajustar o ambiente,Pequenas mudanças no ambiente para facilitar a rotina sem briga.,"[{""title"": ""Prepare 1 coisa"", ""description"": ""Separe o essencial para sono (ex.: toalha, roupa, copo, brinquedo simples).""}, {""title"": ""Dê um sinal claro"", ""description"": ""Use uma frase curta e repetida: “Agora é hora de ...”. Sem explicar demais.""}, {""title"": ""Acompanhe o começo"", ""description"": ""Fique junto no primeiro passo por 30–60s e depois deixe a criança continuar.""}]",15,0-2,sono,"rotina,meu-filho",published
mf-sono-0-2-15-b,meu-filho,Conectar antes de conduzir,Um micro-momento de conexão para ganhar cooperação com leveza.,"[{""title"": ""Contato primeiro"", ""description"": ""Olho no olho + toque leve (mão/abraço rápido).""}, {""title"": ""Escolha guiada"", ""description"": ""Dê 2 opções possíveis: “Você quer X ou Y?” (as duas levam ao mesmo objetivo).""}, {""title"": ""Feche com elogio específico"", ""description"": ""Diga o que funcionou: “Você veio comigo rapidinho, ajudou muito.”""}]",15,0-2,sono,"rotina,meu-filho",published
mf-sono-0-2-15-c,meu-filho,Reduzir a carga,Um jeito simples de diminuir estímulos e deixar o próximo passo mais fácil.,"[{""title"": ""Corte 1 estímulo"", ""description"": ""Diminua barulho/luz/tela por 1 minuto para o corpo desacelerar.""}, {""title"": ""Divida em micro-passos"", ""description"": ""Transforme em 2 passos: “primeiro..., depois...”. Só isso.""}, {""title"": ""Finalize com rotina-ponte"", ""description"": ""Use o mesmo pequeno ritual (música curta, contagem, respiração) para encerrar.""}]",15,0-2,sono,"rotina,meu-filho",published
mf-sono-3-4-5-a,meu-filho,Ajustar o ambiente,Pequenas mudanças no ambiente para facilitar a rotina sem briga.,"[{""title"": ""Prepare 1 coisa"", ""description"": ""Separe o essencial para sono (ex.: toalha, roupa, copo, brinquedo simples).""}, {""title"": ""Dê um sinal claro"", ""description"": ""Use uma frase curta e repetida: “Agora é hora de ...”. Sem explicar demais.""}, {""title"": ""Acompanhe o começo"", ""description"": ""Fique junto no primeiro passo por 30–60s e depois deixe a criança continuar.""}]",5,3-4,sono,"rotina,meu-filho",published
mf-sono-3-4-5-b,meu-filho,Conectar antes de conduzir,Um micro-momento de conexão para ganhar cooperação com leveza.,"[{""title"": ""Contato primeiro"", ""description"": ""Olho no olho + toque leve (mão/abraço rápido).""}, {""title"": ""Escolha guiada"", ""description"": ""Dê 2 opções possíveis: “Você quer X ou Y?” (as duas levam ao mesmo objetivo).""}, {""title"": ""Feche com elogio específico"", ""description"": ""Diga o que funcionou: “Você veio comigo rapidinho, ajudou muito.”""}]",5,3-4,sono,"rotina,meu-filho",published
mf-sono-3-4-5-c,meu-filho,Reduzir a carga,Um jeito simples de diminuir estímulos e deixar o próximo passo mais fácil.,"[{""title"": ""Corte 1 estímulo"", ""description"": ""Diminua barulho/luz/tela por 1 minuto para o corpo desacelerar.""}, {""title"": ""Divida em micro-passos"", ""description"": ""Transforme em 2 passos: “primeiro..., depois...”. Só isso.""}, {""title"": ""Finalize com rotina-ponte"", ""description"": ""Use o mesmo pequeno ritual (música curta, contagem, respiração) para encerrar.""}]",5,3-4,sono,"rotina,meu-filho",published
